Job Field,Job Title,Job Description,Key Responsibilities,Required Skills & Qualifications
Nursing (Registered),PACU RN (Post-Anesthesia Care Unit),A critical care nurse who cares for patients in the immediate period after surgery as they recover from anesthesia. They are the first stop before a patient goes to a med-surg room.,"• Monitor patients waking up from anesthesia, focusing on airway, breathing, and circulation.<br>• Manage post-operative pain, nausea, and vital signs.<br>• Stabilize the patient until they meet criteria for discharge to an inpatient unit or home.<br>• Assess the surgical site for immediate complications (e.g., bleeding).","• Skills: Rapid assessment, airway management, pain management, critical thinking.<br>• Qualifications: RN license (BSN preferred); typically requires prior ICU or ER experience. BLS, ACLS, PALS certifications."
Nursing (Registered),Home Health RN,A nurse who provides care to patients (often elderly or post-operative) in their own homes. This role requires a high degree of autonomy and patient education.,"• Travel to patients' homes to perform skilled nursing care (wound care, IV infusions).<br>• Assess the patient's condition and the home environment for safety.<br>• Educate patients and family members on how to manage their condition at home.<br>• Coordinate care with physicians, physical therapists, and social workers.","• Skills: High autonomy, strong assessment and clinical skills, patient education, time management, driving.<br>• Qualifications: RN license; typically requires 1-2 years of hospital experience first."
Nursing (Registered),Flight Nurse (Critical Care Transport),A highly experienced critical care nurse (ICU or ER) who provides care to critically ill patients during transport on a helicopter or fixed-wing aircraft.,"• Provide advanced critical care (managing vents, drips, monitors) in a cramped, mobile environment.<br>• Work with a flight paramedic to stabilize and transport trauma or critically ill patients.<br>• Manage all care autonomously, reporting to a medical director via radio.<br>• Perform advanced procedures as part of the transport team.","• Skills: Expert-level critical care, adaptability, crisis management, communication, working in austere environments.<br>• Qualifications: RN license (BSN); 3-5+ years of ICU/ER experience; multiple certifications (BLS, ACLS, PALS, NRP, trauma certs like CFRN)."
Nursing (Registered),Nurse Manager,"A leadership role responsible for managing a specific nursing unit (e.g., Med/Surg, ICU). They handle staffing, budgeting, and daily operations for their unit.","• Manage the hiring, scheduling, and performance evaluations of nursing staff.<br>• Develop and manage the unit's operational and capital budget.<br>• Ensure the unit is compliant with all hospital policies and regulatory standards (e.g., Joint Commission).<br>• Handle patient complaints and service recovery.","• Skills: Leadership, budgeting, communication, conflict resolution, operational management.<br>• Qualifications: RN license (BSN required, MSN preferred); several years of clinical and charge nurse (leadership) experience."
Nursing (Registered),Charge Nurse,"A senior clinical nurse on a specific shift who is responsible for the overall operations of the unit during that shift, acting as the team leader and resource person.","• Assign patient loads to the oncoming shift of nurses.<br>• Manage patient flow (admissions, discharges, transfers) on the unit.<br>• Act as the primary resource person for junior nurses with clinical questions.<br>• Handle immediate problems, emergencies, and physician concerns.","• Skills: Clinical expertise, leadership, multitasking, delegation, problem-solving.<br>• Qualifications: Experienced RN with proven leadership skills; not a formal management role but the first step up."
Nursing (Registered),Nurse Educator,"A nurse (often with an advanced degree) who designs, implements, and evaluates educational programs for nursing staff, ensuring clinical competency and adherence to standards.","• Onboard and train all new nursing hires.<br>• Develop and teach continuing education classes (e.g., new equipment, new policies).<br>• Manage annual competency validation for all nursing staff.<br>• Lead evidence-based practice initiatives.","• Skills: Teaching and presentation, curriculum design, clinical expertise, leadership.<br>• Qualifications: RN license (MSN in Nursing Education highly preferred); clinical specialty certification."
Nursing (Support),Licensed Practical Nurse (LPN/LVN),"A licensed nurse who provides basic, supervised nursing care under the direction of an RN or physician. Commonly found in long-term care, clinics, and home health.","• Administer medications (oral, injection) and monitor for side effects.<br>• Perform routine nursing tasks (check vital signs, perform wound care, insert catheters).<br>• Collect patient data and report changes to the supervising RN.<br>• Assist patients with activities of daily living (ADLs).","• Skills: Clinical skills, patient monitoring, reliability, following directions, time management.<br>• Qualifications: Completion of a 1-2 year LPN/LVN certificate program; must pass the NCLEX-PN exam and hold a state license."
Nursing (Support),Certified Nursing Assistant (CNA),"A healthcare provider who works under the supervision of an RN or LPN to provide direct, hands-on care to patients, focusing on activities of daily living (ADLs).","• Assist patients with ADLs: bathing, dressing, feeding, and toileting.<br>• Turn and reposition bedridden patients to prevent bedsores.<br>• Take and record vital signs (temperature, pulse, blood pressure, respiration).<br>• Report any observed changes in a patient's condition to the nurse.","• Skills: Patience, physical stamina, empathy, communication, reliability.<br>• Qualifications: Completion of a state-approved training program (often a few weeks) and passing a state competency exam."
Nursing (Support),Patient Care Technician (PCT),A role similar to a CNA but often with additional technical skills training. PCTs are common in hospitals and may also perform phlebotomy and EKG tests.,"• Perform all CNA duties (ADLs, vital signs, patient transport).<br>• Perform phlebotomy (draw blood samples).<br>• Conduct 12-lead EKG tests.<br>• Assist with inserting or removing catheters and other minor procedures.","• Skills: All CNA skills + technical skills (phlebotomy, EKG), versatility.<br>• Qualifications: High school diploma; often requires CNA certification plus on-the-job training or a specialized PCT certificate."
Nursing (Support),Home Health Aide (HHA),"Provides care for patients (typically elderly or disabled) in their private homes, focusing on daily living activities and companionship.","• Assist clients with ADLs (bathing, dressing, grooming).<br>• Perform light housekeeping, meal preparation, and grocery shopping.<br>• Provide companionship and assistance with ambulation (walking).<br>• Remind clients to take medications (but does not administer them).","• Skills: Compassion, reliability, housekeeping, communication, patience.<br>• Qualifications: Completion of a state-approved training program and competency exam."
